;OBJECTID;MXLOCATION;designvolt;status;descriptio;type;Symbol;Shape__Len;GlobalID;geometry
0;1;AHA-DOB-A;66;COMMISSIONED;Arahura - Dobson A;TRANSLINE;66 TRANSLINE;8857.46440836165;96701d10-0b95-479a-b129-fe8ab502e779;MULTILINESTRING ((1453184.0001 5298166.0001, 1453232.4701 5298198.3501), (1453181.0001 5298171.0001, 1453232.4701 5298198.3501), (1453178.0001 5298175.0001, 1453232.4701 5298198.3501), (1453232.4701 5298198.3501, 1453334.4601 5298030.2901, 1453402.7001 5297916.5101, 1453487.8701 5297601.1701, 1453527.6701 5297447.4401, 1453550.8301 5297368.3801, 1453629.0901 5297204.8801, 1453753.8501 5297243.9501, 1453961.2601 5297350.7201, 1454166.4901 5297428.2301, 1454239.0901 5297415.5401, 1454307.9301 5297400.7001, 1454599.7101 5297339.6701, 1454663.1601 5297326.8201, 1454806.0201 5297210.6001, 1454844.0101 5297201.5501, 1454925.5201 5297179.5201, 1455112.0501 5297129.6301, 1455329.1501 5297070.4601, 1455430.2401 5297043.3201, 1455507.8901 5297051.9101, 1455655.9401 5297069.5701, 1455772.9701 5297083.1301, 1455826.3201 5297089.9901, 1455934.0201 5297085.4601, 1456044.4601 5297081.4101, 1456147.9301 5297078.2301, 1456199.3501 5297010.8801, 1456262.2801 5296990.6701, 1456357.5701 5296980.4201, 1456460.7701 5296968.7101, 1456618.9301 5296950.3201, 1456746.2401 5296937.1201, 1456907.8701 5296920.5701, 1457035.3701 5296907.1301, 1457175.3501 5296892.0201, 1457324.1701 5296876.4401, 1457497.7701 5296857.8601, 1457636.6701 5296843.3001, 1457778.5201 5296828.5001, 1457903.4101 5296815.2701, 1458028.5701 5296802.4501, 1458169.9101 5296788.0301, 1458344.1101 5296867.0201, 1458495.4701 5296936.7201, 1458643.4101 5297005.2901, 1458781.4601 5297068.7501, 1458945.9701 5297145.2701, 1459119.1601 5297224.6201, 1459246.0101 5297281.5801, 1459433.0601 5297353.1101, 1459538.0101 5297391.6701, 1459681.7301 5297445.8501, 1459824.7301 5297499.6801, 1459942.2601 5297543.3801, 1460069.2401 5297590.4201, 1460223.0401 5297647.9501, 1460433.3201 5297726.1501, 1460479.8801 5297907.8001, 1460526.5701 5298089.9101, 1460573.0001 5298136.0001))
1;2;AHA-DOB-A1-CBL;66;COMMISSIONED;AHA-DOB-A1-CBL Section;CABLE;66 CABLE;470.196468692008;e439797e-3b56-4ae2-9719-045bf4e715c0;LINESTRING (1460324.9491 5298488.0175, 1460328.5313 5298485.6685, 1460329.4739 5298485.2709, 1460330.4671 5298484.8105, 1460331.3085 5298484.2509, 1460332.1045 5298483.5507, 1460332.8491 5298482.7753, 1460333.5695 5298481.9711, 1460334.2863 5298481.1727, 1460335.0015 5298480.3823, 1460335.7141 5298479.5969, 1460336.4235 5298478.8137, 1460337.1287 5298478.0299, 1460337.8291 5298477.2423, 1460338.5239 5298476.4483, 1460339.2127 5298475.6463, 1460339.8955 5298474.8369, 1460340.5723 5298474.0207, 1460341.2437 5298473.1985, 1460341.9097 5298472.3709, 1460342.5705 5298471.5387, 1460343.2263 5298470.7025, 1460343.8771 5298469.8631, 1460344.5237 5298469.0211, 1460345.1669 5298468.1771, 1460345.8073 5298467.3317, 1460346.4461 5298466.4855, 1460347.0841 5298465.6391, 1460347.7221 5298464.7929, 1460348.3607 5298463.9477, 1460349.0009 5298463.1037, 1460349.6417 5298462.2603, 1460350.2827 5298461.4167, 1460350.9231 5298460.5719, 1460351.5621 5298459.7253, 1460352.1989 5298458.8759, 1460352.8329 5298458.0229, 1460353.4641 5298457.1663, 1460354.0979 5298456.3115, 1460354.7419 5298455.4657, 1460355.4035 5298454.6365, 1460356.0905 5298453.8311, 1460356.8103 5298453.0571, 1460357.5661 5298452.3173, 1460358.3491 5298451.6033, 1460359.1485 5298450.9041, 1460359.9529 5298450.2087, 1460360.7523 5298449.5069, 1460361.5453 5298448.7985, 1460362.3389 5298448.0923, 1460363.1403 5298447.3975, 1460363.9567 5298446.7233, 1460364.7953 5298446.0789, 1460365.6607 5298445.4695, 1460366.5465 5298444.8875, 1460367.4445 5298444.3209, 1460368.3457 5298443.7587, 1460369.2421 5298443.1893, 1460370.1293 5298442.6077, 1460371.0091 5298442.0157, 1460371.8835 5298441.4159, 1460372.7543 5298440.8109, 1460373.6229 5298440.2021, 1460374.4857 5298439.5855, 1460375.3373 5298438.9535, 1460376.1741 5298438.3019, 1460377.0039 5298437.6413, 1460377.8371 5298436.9855, 1460378.6825 5298436.3463, 1460379.5407 5298435.7243, 1460380.4093 5298435.1169, 1460381.2867 5298434.5213, 1460382.1709 5298433.9347, 1460383.0597 5298433.3545, 1460383.9511 5298432.7781, 1460384.8433 5298432.2029, 1460385.7343 5298431.6259, 1460386.6221 5298431.0447, 1460387.5035 5298430.4553, 1460388.3761 5298429.8547, 1460389.2425 5298429.2461, 1460390.1073 5298428.6355, 1460390.9755 5298428.0291, 1460391.8517 5298427.4325, 1460392.7407 5298426.8519, 1460393.6473 5298426.2931, 1460394.5755 5298425.7613, 1460395.5131 5298425.2419, 1460396.4343 5298424.7033, 1460397.3123 5298424.1131, 1460398.1201 5298423.4389, 1460398.8477 5298422.6679, 1460399.5509 5298421.8689, 1460400.3035 5298421.1309, 1460401.1421 5298420.4987, 1460402.0451 5298419.9451, 1460402.9859 5298419.4361, 1460403.9375 5298418.9385, 1460404.8735 5298418.4189, 1460405.7785 5298417.8579, 1460406.6553 5298417.2597, 1460407.5091 5298416.6305, 1460408.3439 5298415.9765, 1460409.1647 5298415.3035, 1460409.9763 5298414.6179, 1460410.7829 5298413.9257, 1460411.5891 5298413.2327, 1460412.3947 5298412.5395, 1460413.1973 5298411.8433, 1460413.9939 5298411.1415, 1460414.7819 5298410.4315, 1460415.5587 5298409.7107, 1460416.3215 5298408.9761, 1460417.0675 5298408.2253, 1460417.7951 5298407.4565, 1460418.5065 5298406.6717, 1460419.2051 5298405.8745, 1460419.8945 5298405.0681, 1460420.5777 5298404.2559, 1460421.2585 5298403.4407, 1460421.9401 5298402.6263, 1460422.6259 5298401.8157, 1460423.3183 5298401.0113, 1460424.0163 5298400.2123, 1460424.7179 5298399.4169, 1460425.4213 5298398.6231, 1460426.1243 5298397.8293, 1460426.8249 5298397.0337, 1460427.5213 5298396.2345, 1460428.2113 5298395.4299, 1460428.8941 5298394.6189, 1460429.5707 5298393.8025, 1460430.2423 5298392.9817, 1460430.9099 5298392.1575, 1460431.5747 5298391.3309, 1460432.2381 5298390.5031, 1460432.9011 5298389.6751, 1460433.5649 5298388.8477, 1460434.2299 5298388.0215, 1460434.8965 5298387.1965, 1460435.5647 5298386.3729, 1460436.2351 5298385.5513, 1460436.9079 5298384.7315, 1460437.5831 5298383.9139, 1460438.2613 5298383.0987, 1460438.9427 5298382.2861, 1460439.6265 5298381.4757, 1460440.3121 5298380.6665, 1460440.9989 5298379.8585, 1460441.6861 5298379.0505, 1460442.3727 5298378.2425, 1460443.0585 5298377.4333, 1460443.7423 5298376.6227, 1460444.4239 5298375.8103, 1460445.1039 5298374.9965, 1460445.7825 5298374.1815, 1460446.4601 5298373.3657, 1460447.1373 5298372.5495, 1460447.8145 5298371.7333, 1460448.4919 5298370.9175, 1460449.1703 5298370.1023, 1460449.8499 5298369.2881, 1460450.5307 5298368.4751, 1460451.2131 5298367.6633, 1460451.8969 5298366.8525, 1460452.5821 5298366.0433, 1460453.2693 5298365.2355, 1460453.9579 5298364.4289, 1460454.6485 5298363.6241, 1460455.3409 5298362.8207, 1460456.0343 5298362.0183, 1460456.7279 5298361.2159, 1460457.4211 5298360.4133, 1460458.1127 5298359.6093, 1460458.8019 5298358.8033, 1460459.4881 5298357.9949, 1460460.1703 5298357.1829, 1460460.8483 5298356.3673, 1460461.5229 5298355.5491, 1460462.1957 5298354.7293, 1460462.8677 5298353.9089, 1460463.5403 5298353.0889, 1460464.2145 5298352.2703, 1460464.8919 5298351.4543, 1460465.5735 5298350.6419, 1460466.2601 5298349.8337, 1460466.9503 5298349.0285, 1460467.6431 5298348.2255, 1460468.3371 5298347.4235, 1460469.0311 5298346.6217, 1460469.7237 5298345.8185, 1460470.4139 5298345.0133, 1460471.1001 5298344.2049, 1460471.7815 5298343.3923, 1460472.4587 5298342.5763, 1460473.1323 5298341.7573, 1460473.8033 5298340.9359, 1460474.4723 5298340.1131, 1460475.1401 5298339.2891, 1460475.8075 5298338.4647, 1460476.4753 5298337.6407, 1460477.1441 5298336.8177, 1460477.8137 5298335.9953, 1460478.4841 5298335.1735, 1460479.1545 5298334.3517, 1460479.8245 5298333.5299, 1460480.4939 5298332.7073, 1460481.1621 5298331.8837, 1460481.8287 5298331.0589, 1460482.4935 5298330.2327, 1460483.1567 5298329.4053, 1460483.8191 5298328.5771, 1460484.4807 5298327.7483, 1460485.1421 5298326.9193, 1460485.8035 5298326.0905, 1460486.4657 5298325.2619, 1460487.1285 5298324.4341, 1460487.7929 5298323.6073, 1460488.4589 5298322.7817, 1460489.1269 5298321.9579, 1460489.7977 5298321.1363, 1460490.4713 5298320.3171, 1460491.1481 5298319.5007, 1460491.8289 5298318.6875, 1460492.5137 5298317.8779, 1460493.2033 5298317.0723, 1460493.8975 5298316.2707, 1460494.5959 5298315.4727, 1460495.2981 5298314.6781, 1460496.0035 5298313.8861, 1460496.7117 5298313.0965, 1460497.4219 5298312.3089, 1460498.1339 5298311.5227, 1460498.8469 5298310.7375, 1460499.5607 5298309.9531, 1460500.2747 5298309.1689, 1460500.9891 5298308.3851, 1460501.7035 5298307.6015, 1460502.4181 5298306.8179, 1460503.1325 5298306.0341, 1460503.8467 5298305.2501, 1460504.5605 5298304.4659, 1460505.2739 5298303.6811, 1460505.9867 5298302.8957, 1460506.6985 5298302.1095, 1460507.4089 5298301.3221, 1460508.1177 5298300.5331, 1460508.8243 5298299.7423, 1460509.5287 5298298.9495, 1460510.2303 5298298.1543, 1460510.9289 5298297.3563, 1460511.6239 5298296.5555, 1460512.3159 5298295.7519, 1460513.0055 5298294.9465, 1460513.6937 5298294.1395, 1460514.3811 5298293.3321, 1460515.0689 5298292.5247, 1460515.7575 5298291.7183, 1460516.4479 5298290.9131, 1460517.1411 5298290.1103, 1460517.8371 5298289.3099, 1460518.5349 5298288.5109, 1460519.2327 5298287.7121, 1460519.9293 5298286.9123, 1460520.6231 5298286.1101, 1460521.3129 5298285.3045, 1460521.9969 5298284.4943, 1460522.6737 5298283.6781, 1460523.3421 5298282.8549, 1460524.0025 5298282.0251, 1460524.6575 5298281.1909, 1460525.3101 5298280.3547, 1460525.9627 5298279.5185, 1460526.6183 5298278.6847, 1460527.2795 5298277.8557, 1460527.9489 5298277.0333, 1460528.6291 5298276.2201, 1460529.3193 5298275.4151, 1460530.0159 5298274.6155, 1460530.7161 5298273.8187, 1460531.4165 5298273.0221, 1460532.1135 5298272.2229, 1460532.8047 5298271.4185, 1460533.4897 5298270.6091, 1460534.1697 5298269.7955, 1460534.8459 5298268.9787, 1460535.5193 5298268.1595, 1460536.1913 5298267.3391, 1460536.8629 5298266.5179, 1460537.5351 5298265.6973, 1460538.2091 5298264.8781, 1460538.8861 5298264.0611, 1460539.5665 5298263.2469, 1460540.2511 5298262.4363, 1460540.9409 5298261.6303, 1460541.6363 5298260.8293, 1460542.3381 5298260.0341, 1460543.0471 5298259.2457, 1460543.7639 5298258.4643, 1460544.4895 5298257.6911, 1460545.2233 5298256.9257, 1460545.9623 5298256.1651, 1460546.7033 5298255.4063, 1460547.4427 5298254.6459, 1460548.1771 5298253.8807, 1460548.9033 5298253.1079, 1460549.6209 5298252.3267, 1460550.3337 5298251.5411, 1460551.0457 5298250.7549, 1460551.7611 5298249.9719, 1460552.4837 5298249.1957, 1460553.2179 5298248.4305, 1460553.9673 5298247.6799, 1460554.7289 5298246.9413, 1460555.4873 5298246.2001, 1460556.2269 5298245.4425, 1460556.9473 5298244.6671, 1460557.6583 5298243.8817, 1460558.3701 5298243.0939, 1460559.0923 5298242.3115, 1460559.8275 5298241.5369, 1460560.5579 5298240.7583, 1460561.2627 5298239.9619, 1460561.9207 5298239.1333, 1460562.5111 5298238.2587, 1460563.0281 5298237.3341, 1460563.5299 5298236.3983, 1460564.0817 5298235.4951, 1460564.6887 5298234.6279, 1460565.3349 5298233.7863, 1460566.0041 5298232.9595, 1460566.6801 5298232.1367, 1460567.3467 5298231.3077, 1460567.9953 5298230.4665, 1460568.6287 5298229.6151, 1460569.2507 5298228.7561, 1460569.8649 5298227.8919, 1460570.4753 5298227.0253, 1460571.0855 5298226.1587, 1460571.6995 5298225.2947, 1460572.3207 5298224.4357, 1460572.9495 5298223.5821, 1460573.5853 5298222.7335, 1460574.2277 5298221.8895, 1460574.8759 5298221.0499, 1460575.5295 5298220.2141, 1460576.1875 5298219.3819, 1460576.8495 5298218.5527, 1460577.5151 5298217.7267, 1460578.1847 5298216.9041, 1460578.8591 5298216.0853, 1460579.5383 5298215.2707, 1460580.2233 5298214.4611, 1460580.9143 5298213.6567, 1460581.6119 5298212.8579, 1460582.3169 5298212.0655, 1460583.0291 5298211.2795, 1460583.7487 5298210.4999, 1460584.4751 5298209.7269, 1460585.2083 5298208.9603, 1460585.9477 5298208.1999, 1460586.6933 5298207.4457, 1460587.4445 5298206.6977, 1460588.2019 5298205.9559, 1460588.9659 5298205.2211, 1460589.7379 5298204.4933, 1460590.5187 5298203.7733, 1460591.3053 5298203.0581, 1460592.0895 5298202.3401, 1460592.8621 5298201.6111, 1460593.6141 5298200.8633, 1460594.3369 5298200.0883, 1460595.0213 5298199.2783, 1460595.6593 5298198.4273, 1460596.2467 5298197.5377, 1460596.7791 5298196.6131, 1460597.2531 5298195.6575, 1460597.6647 5298194.6747, 1460598.0101 5298193.6683, 1460598.2893 5298192.6423, 1460598.5061 5298191.6009, 1460598.6643 5298190.5481, 1460598.7679 5298189.4879, 1460598.8207 5298188.4243, 1460598.8261 5298187.3607, 1460598.7859 5298186.2987, 1460598.7021 5298185.2397, 1460598.5763 5298184.1851, 1460598.4105 5298183.1361, 1460598.2059 5298182.0941, 1460597.9643 5298181.0599, 1460597.6869 5298180.0347, 1460597.3745 5298179.0193, 1460597.0285 5298178.0147, 1460596.6501 5298177.0215, 1460596.2403 5298176.0407, 1460595.8003 5298175.0733, 1460595.3309 5298174.1201, 1460594.8329 5298173.1821, 1460594.3073 5298172.2597, 1460593.7545 5298171.3543, 1460593.1761 5298170.4663, 1460592.5745 5298169.5943, 1460591.9543 5298168.7353, 1460591.3197 5298167.8859, 1460590.6751 5298167.0427, 1460590.0253 5298166.2029, 1460589.3743 5298165.3629, 1460588.7261 5298164.5199, 1460588.0795 5298163.6755, 1460587.4311 5298162.8331, 1460586.7771 5298161.9961, 1460586.1139 5298161.1679, 1460585.4375 5298160.3523, 1460584.7447 5298159.5525, 1460584.0315 5298158.7721, 1460583.2949 5298158.0143, 1460582.5323 5298157.2805, 1460581.7419 5298156.5723, 1460580.9217 5298155.8907, 1460580.0715 5298155.2357, 1460579.2135 5298154.5871, 1460578.3873 5298153.9097, 1460577.6325 5298153.1681, 1460576.9893 5298152.3269, 1460576.5107 5298151.3665, 1460576.3131 5298150.3417, 1460576.4385 5298149.3055, 1460576.8035 5298148.2791, 1460577.3167 5298147.2813, 1460577.8699 5298146.3189, 1460578.2951 5298145.3565, 1460578.4149 5298144.3503, 1460578.1793 5298143.3127, 1460577.6773 5298142.3179, 1460577.0049 5298141.4411, 1460576.2457 5298140.6897, 1460575.4675 5298139.9821, 1460574.7365 5298139.2325, 1460574.0783 5298138.4039, 1460573.4587 5298137.5329)
